DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Gro-beta level in Chronic kidney disease with hypertension and no diabetes (3148_49)	466 African American individuals	NA	1q23.1	1	156602367		NAXE			ENSG00000163382			rs11576266-G	rs11576266	0	11576266	3_prime_UTR_variant	0	0.17	4E-22	21.397940008672037		0.74	[0.56-0.92] unit decrease	Illumina [14870897] (imputed)	N	level of C-X-C motif chemokine 2 in blood serum	http://purl.obolibrary.org/obo/OBA_2041207	GCST90237242	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Gro-beta level in Chronic kidney disease with hypertension and no diabetes (3148_49)	466 African American individuals	NA	1q22	1	155270286		CLK2			ENSG00000176444			rs11577338-A	rs11577338	0	11577338	intron_variant	0	0.12	1E-19	19.0		0.85	[0.69-1.01] unit decrease	Illumina [14870897] (imputed)	N	level of C-X-C motif chemokine 2 in blood serum	http://purl.obolibrary.org/obo/OBA_2041207	GCST90237242	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Thioredoxin reductase 1, cytoplasmic level in Chronic kidney disease with hypertension and no diabetes (13967_14)	466 African American individuals	NA	12p13.31	12	7496888		CD163			ENSG00000177575			rs4883263-C	rs4883263	0	4883263	missense_variant	0	0.59	2E-26	25.69897000433602		0.63	[0.51-0.75] unit decrease	Illumina [14870897] (imputed)	N	level of thioredoxin reductase 1, cytoplasmic in blood serum	http://purl.obolibrary.org/obo/OBA_2043974	GCST90234101	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Leukocyte immunoglobulin-like receptor subfamily B member 4 level in Chronic kidney disease with hypertension and no diabetes (6453_70)	466 African American individuals	NA	10q22.1	10	71895592		PSAP - CHST3	ENSG00000197746	ENSG00000122863		44341	68803	rs7086891-A	rs7086891	0	7086891	intergenic_variant	1	0.43	7E-17	16.154901959985743		0.51	[0.39-0.63] unit decrease	Illumina [14870897] (imputed)	N	level of leukocyte immunoglobulin-like receptor subfamily B member 4 in blood serum	http://purl.obolibrary.org/obo/OBA_2042200	GCST90238282	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Protocadherin gamma-A1 level in Chronic kidney disease with hypertension and no diabetes (6457_50)	466 African American individuals	NA	19q13.31	19	43159007		PSG11-AS1			ENSG00000282943			rs7258724-G	rs7258724	0	7258724	intron_variant	0	0.57	2E-43	42.69897000433602		0.89	[0.77-1.01] unit decrease	Illumina [14870897] (imputed)	N	level of protocadherin gamma-A1 in blood serum	http://purl.obolibrary.org/obo/OBA_2042792	GCST90238286	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Complement factor H-related protein 4 level in Chronic kidney disease with hypertension and no diabetes (6471_53)	466 African American individuals	NA	1q31.3	1	196941768		CFHR4 - CFHR2	ENSG00000134365	ENSG00000080910		22973	1970	rs183266075-A	rs183266075	0	183266075	intergenic_variant	1	0.1	2E-30	29.69897000433602		1.09	[0.91-1.27] unit decrease	Illumina [14870897] (imputed)	N	complement factor H-related protein 4 measurement	http://www.ebi.ac.uk/efo/EFO_0600091	GCST90238295	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Neural cell adhesion molecule 2 level in Chronic kidney disease with hypertension and no diabetes (6507_16)	466 African American individuals	NA	21q21.1	21	21484184		NCAM2			ENSG00000154654			rs2826859-A	rs2826859	0	2826859	intron_variant	0	0.43	3E-12	11.522878745280337		0.46	[0.32-0.6] unit increase	Illumina [14870897] (imputed)	N	level of neural cell adhesion molecule 2 in blood serum	http://purl.obolibrary.org/obo/OBA_2042521	GCST90238310	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Pirin level in Chronic kidney disease with hypertension and no diabetes (13634_209)	466 African American individuals	NA	13q14.13	13	46055809		CPB2, CPB2-AS1			ENSG00000080618, ENSG00000235903			rs1926447-G	rs1926447	0	1926447	missense_variant	0	0.86	2E-26	25.69897000433602		0.89	[0.73-1.05] unit increase	Illumina [14870897] (imputed)	N	level of pirin in blood serum	http://purl.obolibrary.org/obo/OBA_2042900	GCST90233996	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Heat shock 70 kDa protein 6 level in Chronic kidney disease with hypertension and no diabetes (13672_3)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	5E-43	42.30102999566398		0.75	[0.65-0.85] unit increase	Illumina [14870897] (imputed)	N	heat shock 70 kDa protein 1A measurement	http://www.ebi.ac.uk/efo/EFO_0021975	GCST90234021	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Ornithine decarboxylase level in Chronic kidney disease with hypertension and no diabetes (13689_2)	466 African American individuals	NA	11p15.4	11	6414108		APBB1			ENSG00000166313			rs75186551-T	rs75186551	0	75186551	intron_variant	0	0.06	2E-16	15.698970004336019		1.03	[0.78-1.28] unit increase	Illumina [14870897] (imputed)	N	level of ornithine decarboxylase in blood serum	http://purl.obolibrary.org/obo/OBA_2042691	GCST90234030	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	WNT1-inducible-signaling pathway protein 1 level in Chronic kidney disease with hypertension and no diabetes (13692_154)	466 African American individuals	NA	8q24.22	8	133190758		TG - CCN4	ENSG00000042832	ENSG00000104415		55855	281	rs72731508-G	rs72731508	0	72731508	regulatory_region_variant	1	0.17	9E-16	15.045757490560675		0.68	[0.52-0.84] unit decrease	Illumina [14870897] (imputed)	N	WNT1-inducible-signaling pathway protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008321	GCST90234033	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic level in Chronic kidney disease with hypertension and no diabetes (13697_51)	466 African American individuals	NA	12q13.12	12	50105281		GPD1			ENSG00000167588			rs116427406-T	rs116427406	0	116427406	non_coding_transcript_exon_variant	0	0.03	6E-12	11.221848749616356		1.24	[0.89-1.59] unit decrease	Illumina [14870897] (imputed)	N	level of glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic in blood serum	http://purl.obolibrary.org/obo/OBA_2041770	GCST90234035	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Ficolin-2 level in Chronic kidney disease with hypertension and no diabetes (13717_15)	466 African American individuals	NA	9q34.3	9	134887245		FCN2			ENSG00000160339			rs7851696-T	rs7851696	0	7851696	missense_variant	0	0.2	6E-31	30.221848749616356		0.87	[0.73-1.01] unit decrease	Illumina [14870897] (imputed)	N	ficolin-2 measurement	http://www.ebi.ac.uk/efo/EFO_0008135	GCST90234048	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Complement component C9 level in Chronic kidney disease with hypertension and no diabetes (13722_105)	466 African American individuals	NA	5p13.1	5	39341243		C9			ENSG00000113600			rs696763-A	rs696763	0	696763	missense_variant	0	0.04	2E-22	21.69897000433602		1.44	[1.15-1.73] unit decrease	Illumina [14870897] (imputed)	N	complement component C9 measurement	http://www.ebi.ac.uk/efo/EFO_0020282	GCST90234051	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Interleukin-3 receptor subunit alpha level in Chronic kidney disease with hypertension and no diabetes (13744_37)	466 African American individuals	NA	9q34.2	9	133257367		ABO			ENSG00000175164			rs8176722-A	rs8176722	0	8176722	intron_variant	0	0.14	5E-21	20.30102999566398		0.81	[0.63-0.99] unit increase	Illumina [14870897] (imputed)	N	interleukin-3 receptor subunit alpha measurement	http://www.ebi.ac.uk/efo/EFO_0020504	GCST90234070	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Carbonic anhydrase 6 level in Chronic kidney disease with hypertension and no diabetes (13747_9)	466 African American individuals	NA	1p36.23	1	8945210		HMGN2P17 - CA6	ENSG00000238249	ENSG00000131686		51059	657	rs11809994-C	rs11809994	0	11809994	regulatory_region_variant	1	0.18	9E-17	16.045757490560675		0.64	[0.48-0.8] unit decrease	Illumina [14870897] (imputed)	N	carbonic anhydrase 6 measurement	http://www.ebi.ac.uk/efo/EFO_0008068	GCST90234072	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	C-C motif chemokine 8 level in Chronic kidney disease with hypertension and no diabetes (13748_4)	466 African American individuals	NA	17q12	17	34336850		CCL8 - CCL13	ENSG00000108700	ENSG00000181374		15448	19630	rs72825101-A	rs72825101	0	72825101	intergenic_variant	1	0.1	7E-39	38.15490195998574		1.19	[1.01-1.37] unit decrease	Illumina [14870897] (imputed)	N	C-C motif chemokine 8 measurement	http://www.ebi.ac.uk/efo/EFO_0008055	GCST90234073	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Rho guanine nucleotide exchange factor 7 level in Chronic kidney disease with hypertension and no diabetes (13932_45)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	6E-28	27.221848749616356		0.63	[0.51-0.75] unit increase	Illumina [14870897] (imputed)	N	level of Rho guanine nucleotide exchange factor 7 in blood serum	http://purl.obolibrary.org/obo/OBA_2040661	GCST90234079	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	40S ribosomal protein S14 level in Chronic kidney disease with hypertension and no diabetes (20964_13)	466 African American individuals	NA	19q13.32	19	44908783		APOE			ENSG00000130203			rs769455-T	rs769455	0	769455	missense_variant	0	0.02	2E-15	14.698970004336019		1.73	[1.3-2.16] unit increase	Illumina [14870897] (imputed)	N	level of 40S ribosomal protein S14 in blood serum	http://purl.obolibrary.org/obo/OBA_2043331	GCST90235527	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Homeobox protein SIX6 level in Chronic kidney disease with hypertension and no diabetes (20987_21)	466 African American individuals	NA	11p15.4	11	6440254		HPX			ENSG00000110169			rs12117-A	rs12117	0	12117	missense_variant	0	0.06	1E-35	35.0		1.56	[1.31-1.81] unit increase	Illumina [14870897] (imputed)	N	level of homeobox protein SIX6 in blood serum	http://purl.obolibrary.org/obo/OBA_2043517	GCST90235543	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Retinitis pigmentosa 9 protein level in Chronic kidney disease with hypertension and no diabetes (20988_63)	466 African American individuals	NA	7p13	7	44118379		POLD2			ENSG00000106628			rs3217962-G	rs3217962	0	3217962	3_prime_UTR_variant	0	0.41	3E-16	15.522878745280337		0.53	[0.41-0.65] unit decrease	Illumina [14870897] (imputed)	N	level of retinitis pigmentosa 9 protein in blood serum	http://purl.obolibrary.org/obo/OBA_2043313	GCST90235544	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Uncharacterized metallophosphoesterase CSTP1 level in Chronic kidney disease with hypertension and no diabetes (21108_5)	466 African American individuals	NA	16p13.12	16	12795560		CPPED1			ENSG00000103381			rs8050485-G	rs8050485	0	8050485	intron_variant	0	0.66	4E-139	138.39794000867204		1.11	[1.03-1.19] unit decrease	Illumina [14870897] (imputed)	N	level of serine/threonine-protein phosphatase CPPED1 in blood serum	http://purl.obolibrary.org/obo/OBA_2044274	GCST90235560	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Pre-miRNA 5'-monophosphate methyltransferase level in Chronic kidney disease with hypertension and no diabetes (21115_48)	466 African American individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.21	6E-46	45.221848749616356		0.97	[0.83-1.11] unit decrease	Illumina [14870897] (imputed)	N	level of methyltransferase BCDIN3D in blood serum	http://purl.obolibrary.org/obo/OBA_2044601	GCST90235567	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Inositol-tetrakisphosphate 1-kinase level in Chronic kidney disease with hypertension and no diabetes (21130_82)	466 African American individuals	NA	11p15.1	11	18231629		SAA2-SAA4, SAA4			ENSG00000255071, ENSG00000148965			rs2460827-T	rs2460827	0	2460827	missense_variant	0	0.71	6E-138	137.22184874961636		1.18	[1.08-1.28] unit decrease	Illumina [14870897] (imputed)	N	level of inositol-tetrakisphosphate 1-kinase in blood serum	http://purl.obolibrary.org/obo/OBA_2042061	GCST90235580	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Fructosamine-3-kinase level in Chronic kidney disease with hypertension and no diabetes (21147_9)	466 African American individuals	NA	17q25.3	17	82739582		FN3K			ENSG00000167363			rs113373052-T	rs113373052	0	113373052	intron_variant	0	0.28	2E-28	27.69897000433602		0.73	[0.59-0.87] unit decrease	Illumina [14870897] (imputed)	N	level of fructosamine-3-kinase in blood serum	http://purl.obolibrary.org/obo/OBA_2041598	GCST90235593	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	MHC class I polypeptide-related sequence A level in Chronic kidney disease with hypertension and no diabetes (2730_58)	466 African American individuals	NA	6p21.33	6	31410610		MICA			ENSG00000204520			rs1063631-C	rs1063631	0	1063631	synonymous_variant	0	0.42	2E-100	99.69897000433602		0.97	[0.87-1.07] unit decrease	Illumina [14870897] (imputed)	N	MHC class I polypeptide-related sequence A measurement	http://www.ebi.ac.uk/efo/EFO_0008233	GCST90237064	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Sialic acid-binding Ig-like lectin 6 level in Chronic kidney disease with hypertension and no diabetes (2741_22)	466 African American individuals	NA	19q13.41	19	51523547		SIGLEC6			ENSG00000105492			rs10409713-T	rs10409713	0	10409713	intron_variant	0	0.57	9E-15	14.045757490560675		0.48	[0.36-0.6] unit decrease	Illumina [14870897] (imputed)	N	sialic acid-binding Ig-like lectin 6 measurement	http://www.ebi.ac.uk/efo/EFO_0008285	GCST90237069	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Sialic acid-binding Ig-like lectin 7 level in Chronic kidney disease with hypertension and no diabetes (2742_68)	466 African American individuals	NA	19q13.41	19	51173265		SIGLEC17P, SIGLEC17P			ENSG00000171101, ENSG00000291114			rs116016879-C	rs116016879	0	116016879	non_coding_transcript_exon_variant	0	0.05	1E-24	24.0		1.45	[1.18-1.72] unit increase	Illumina [14870897] (imputed)	N	sialic acid-binding ig-like lectin 7 measurement	http://www.ebi.ac.uk/efo/EFO_0020739	GCST90237070	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Amphoterin-induced protein 1 level in Chronic kidney disease with hypertension and no diabetes (20120_101)	466 African American individuals	NA	1p13.3	1	109509517		AMIGO1			ENSG00000181754			rs2570972-G	rs2570972	0	2570972	5_prime_UTR_variant	0	0.87	4E-12	11.397940008672037		0.67	[0.47-0.87] unit increase	Illumina [14870897] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90235348	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Macrophage receptor MARCO level in Chronic kidney disease with hypertension and no diabetes (20134_27)	466 African American individuals	NA	2q14.2	2	118927867		EN1 - MARCO	ENSG00000163064	ENSG00000019169		80219	14327	rs6727735-G	rs6727735	0	6727735	regulatory_region_variant	1	0.43	9E-15	14.045757490560675		0.48	[0.36-0.6] unit decrease	Illumina [14870897] (imputed)	N	level of macrophage receptor MARCO in blood serum	http://purl.obolibrary.org/obo/OBA_2040348	GCST90235354	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	mRNA-capping enzyme level in Chronic kidney disease with hypertension and no diabetes (20135_85)	466 African American individuals	NA	17q11.2	17	28344170		TNFAIP1			ENSG00000109079			rs733914-G	rs733914	0	733914	intron_variant	0	0.56	4E-12	11.397940008672037		0.43	[0.31-0.55] unit increase	Illumina [14870897] (imputed)	N	level of mRNA-capping enzyme in blood serum	http://purl.obolibrary.org/obo/OBA_2043301	GCST90235355	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Complement C1s subcomponent level in Chronic kidney disease with hypertension and no diabetes (20203_45)	466 African American individuals	NA	12p13.31	12	7063032		C1S			ENSG00000182326			rs12146727-A	rs12146727	0	12146727	missense_variant	0	0.11	4E-55	54.39794000867204		1.31	[1.15-1.47] unit decrease	Illumina [14870897] (imputed)	N	complement C1s subcomponent measurement	http://www.ebi.ac.uk/efo/EFO_0008091	GCST90235374	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Signal transducer and activator of transcription 5A level in Chronic kidney disease with hypertension and no diabetes (20225_119)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	2E-73	72.69897000433602		0.89	[0.79-0.99] unit increase	Illumina [14870897] (imputed)	N	level of signal transducer and activator of transcription 5a in blood serum	http://purl.obolibrary.org/obo/OBA_2040390	GCST90235382	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	TM2 domain-containing protein 1 level in Chronic kidney disease with hypertension and no diabetes (20229_67)	466 African American individuals	NA	17q11.2	17	28361641		TMEM199			ENSG00000244045			rs708100-A	rs708100	0	708100	3_prime_UTR_variant	0	0.59	3E-17	16.522878745280337		0.51	[0.39-0.63] unit increase	Illumina [14870897] (imputed)	N	level of TM2 domain-containing protein 1 in blood serum	http://purl.obolibrary.org/obo/OBA_2043866	GCST90235383	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Acylphosphatase-1 level in Chronic kidney disease with hypertension and no diabetes (20370_6)	466 African American individuals	NA	14q24.3	14	75051520		MLH3			ENSG00000119684			rs116839793-T	rs116839793	0	116839793	5_prime_UTR_variant	0	0.05	5E-13	12.301029995663981		1.04	[0.77-1.31] unit increase	Illumina [14870897] (imputed)	N	level of acylphosphatase-1 in blood serum	http://purl.obolibrary.org/obo/OBA_2040493	GCST90235389	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Putative deoxyribonuclease TATDN1 level in Chronic kidney disease with hypertension and no diabetes (20376_64)	466 African American individuals	NA	8q24.13	8	124547581		NDUFB9			ENSG00000147684			rs11996628-T	rs11996628	0	11996628	non_coding_transcript_exon_variant	0	0.12	4E-20	19.397940008672037		0.86	[0.68-1.04] unit increase	Illumina [14870897] (imputed)	N	level of deoxyribonuclease TATDN1 in blood serum	http://purl.obolibrary.org/obo/OBA_2044640	GCST90235391	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Probable RNA-binding protein 18 level in Chronic kidney disease with hypertension and no diabetes (20383_31)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	5E-19	18.30102999566398		0.53	[0.41-0.65] unit decrease	Illumina [14870897] (imputed)	N	level of probable RNA-binding protein 18 in blood serum	http://purl.obolibrary.org/obo/OBA_2044681	GCST90235397	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 level in Chronic kidney disease with hypertension and no diabetes (20387_277)	466 African American individuals	NA	19q13.32	19	44908822		APOE			ENSG00000130203			rs7412-T	rs7412	0	7412	missense_variant	0	0.14	3E-19	18.522878745280337		0.76	[0.6-0.92] unit decrease	Illumina [14870897] (imputed)	N	level of coiled-coil-helix-coiled-coil-helix domain-containing protein 7 in blood serum	http://purl.obolibrary.org/obo/OBA_2044433	GCST90235399	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma level in Chronic kidney disease with hypertension and no diabetes (20393_10)	466 African American individuals	NA	17q11.2	17	28367840		SARM1, VTN			ENSG00000004139, ENSG00000109072			rs704-A	rs704	0	704	missense_variant	0	0.56	4E-125	124.39794000867204		1.03	[0.95-1.11] unit increase	Illumina [14870897] (imputed)	N	level of retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma in blood serum	http://purl.obolibrary.org/obo/OBA_2042823	GCST90235402	Genome-wide genotyping array
2023-06-23	35870639	Surapaneni A	2022-07-21	Kidney Int	www.ncbi.nlm.nih.gov/pubmed/35870639	Identification of 969 protein quantitative trait loci in an African American population with kidney disease attributed to hypertension.	Tetratricopeptide repeat protein 33 level in Chronic kidney disease with hypertension and no diabetes (20411_52)	466 African American individuals	NA	5p12	5	42804254		SELENOP			ENSG00000250722			rs28919907-T	rs28919907	0	28919907	intron_variant	0	0.04	2E-12	11.698970004336019		1.15	[0.84-1.46] unit increase	Illumina [14870897] (imputed)	N	level of tetratricopeptide repeat protein 33 in blood serum	http://purl.obolibrary.org/obo/OBA_2044376	GCST90235408	Genome-wide genotyping array
